songname,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
StarWars60.wav,0.31313154101371765,0.13228727877140045,2234.5639008820867,2308.4423757743966,4416.79829222499,0.12157674027670279,-74.99018859863281,93.2459716796875,-20.552217483520508,12.675283432006836,-7.672734260559082,-4.5346455574035645,-9.068826675415039,-8.758772850036621,-6.874198913574219,-4.300597667694092,-9.33625316619873,-7.292592525482178,-4.177976131439209,-3.743384838104248,-3.438605785369873,-2.810563564300537,-2.021040201187134,-2.6936304569244385,-8.947720527648926,-8.853885650634766,classical
PinkPanther60.wav,0.24250778555870056,0.03259218856692314,1594.314454958524,1908.9308498052062,3212.5972405306693,0.09661619582043343,-326.1354064941406,118.98916625976562,-3.593954086303711,11.34201431274414,-6.920925617218018,9.000375747680664,7.822005748748779,10.16879653930664,3.654731512069702,8.529714584350586,-7.6258225440979,-6.613938808441162,-7.521507263183594,-3.806406021118164,1.8137894868850708,13.78537654876709,8.492165565490723,0.32281574606895447,-11.959731101989746,-23.401926040649414,pop
